id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44663650,"Leblon, quadríssima da praia!",6409417,Roberto,,Leblon,-22.98587,-43.22186,Entire home/apt,1199,3,2,2020-10-13,0.13,1,89,0,
44667496,Hotel - Melhor custo benefício no Centro do Rio,222010834,Lorenna,,Centro,-22.9071,-43.18456,Private room,223,2,35,2021-12-11,2.41,3,109,27,
44669284,Apartamento c/vista para o mar no Leme,206311432,Igor,,Leme,-22.96473,-43.17204,Entire home/apt,659,1,17,2021-04-04,1.07,5,14,12,
44677657,"Ótimo apartamento, melhores praias Do RJ",360107223,Erick,,Ipanema,-22.98824,-43.18996,Entire home/apt,718,2,0,,,3,355,0,
44678775,"Barra da Tijuca, Parque Olímpico,Casal com Cozinha",104557071,Mauricio,,Jacarepaguá,-22.9684,-43.36425,Entire home/apt,167,3,35,2021-12-06,2.47,2,3,27,
44682305,Copacabana reformado e bem localizado,10439357,Vânia,,Copacabana,-22.96964,-43.18562,Entire home/apt,806,2,5,2021-10-24,0.45,1,281,5,
44685402,"Hotel, suíte, café  da manhã custoxbeneficio Centr",222010834,Lorenna,,Centro,-22.90909,-43.18437,Private room,244,1,16,2021-12-12,1.34,3,83,16,
44685890,Sonho da Pedra,15492362,Veronica,,Pedra de Guaratiba,-23.00103,-43.6322,Entire home/apt,94,1,9,2021-08-30,0.59,3,348,8,
44694409,Simples e amigável,361930995,Rogério,,Praça Seca,-22.90279,-43.34517,Shared room,56,1,1,2021-12-11,1,1,176,1,
44697602,Suíte 13 Local's House,23543878,Paulo,,Copacabana,-22.9746,-43.19406,Private room,124,3,2,2021-02-07,0.13,6,1,1,
44705960,Barra da Tijuca Casa com Vista em  ilha tranquila,2207091,Cleuza,,Barra da Tijuca,-23.00534,-43.31014,Entire home/apt,386,5,0,,,1,0,0,
44716230,Kitnet confortável,362070392,Heloa,,Jacarepaguá,-22.97199,-43.33182,Shared room,60,1,0,,,1,365,0,
44741297,Cozy decorated appartament in village house,18288215,Edilene,,Botafogo,-22.95973,-43.19091,Entire home/apt,531,1,42,2021-12-08,2.58,1,39,29,
44749978,"Omar do Rio - PJ135/808: 2 BDRs with Ocean View, 120mpbs internet + Smart TV 100 meters from Copacabana beach and 04 minutes walking from the Metro",6000862,Omar Do Rio,,Copacabana,-22.96396,-43.17493,Entire home/apt,773,1,24,2021-11-28,1.49,93,201,22,
44761928,181 Barra Prime Flats. Mediterraneo (Transamérica),32416144,Alexandre,,Barra da Tijuca,-23.00588,-43.34105,Entire home/apt,756,2,3,2021-01-26,0.20,9,82,2,
44784658,Casa super confortável  em bairro residencial.,362335003,Viviane,,Campo Grande,-22.88226,-43.56042,Entire home/apt,361,2,1,2021-12-21,1,1,177,1,
44789262,juju apartamento,243635213,Batista,,Centro,-22.90463,-43.18683,Entire home/apt,300,3,1,2021-01-02,0.08,1,357,1,
44791490,Flat 2 quartos em hotel de luxo na Barra da Tijuca,319384164,Matheus,,Barra da Tijuca,-23.00568,-43.3417,Entire home/apt,1386,5,3,2020-12-07,0.18,4,358,0,
44815776,"Maravilhoso APTO  Temporada Copacabana,  Posto 5!",250158399,Cadu,,Copacabana,-22.97904,-43.18989,Entire home/apt,731,2,45,2021-12-22,2.83,5,147,28,
44833557,2 Quartos na Barra da Tijuca em frente ao Metro!,357207540,Gustavo,,Barra da Tijuca,-23.00445,-43.30848,Entire home/apt,978,2,35,2021-11-30,2.16,4,116,24,
44843486,Apartamento inteiro ótimo espaço e localização!,331315025,Gabriel,,Praça da Bandeira,-22.91197,-43.21065,Entire home/apt,120,2,4,2021-11-15,0.25,1,354,3,
44891060,Luxury apt. in Ipanema,40642122,Marleny,,Ipanema,-22.98254,-43.20142,Entire home/apt,773,4,5,2021-12-07,0.75,3,67,5,
44892716,Hostel Sítio Blue RJ,360140716,Willian,,Santa Cruz,-22.9408,-43.674,Private room,51,1,0,,,1,362,0,
44897548,Varanda com vista lateral do Mar em Copacabana,349897129,Nelia Pereira,,Copacabana,-22.97228,-43.18748,Entire home/apt,551,1,15,2021-12-12,1.46,14,65,15,
44899440,Elegante com vista mar e com academia e piscina!,349897129,Nelia Pereira,,Copacabana,-22.97371,-43.18695,Entire home/apt,540,1,21,2021-12-13,1.32,14,75,17,
44899772,FLAT Hotel  Link  Stay,70234920,Margareth,,Barra da Tijuca,-22.98727,-43.36411,Entire home/apt,207,3,2,2020-09-07,0.12,1,81,0,
44910864,Loft em frente a praia de Copacabana,341093845,Lola,,Copacabana,-22.98182,-43.18934,Entire home/apt,150,2,41,2021-12-13,2.58,2,1,33,
44930161,🍊☀️Modern-Chic Beach Suite 🌊🏖️,281855665,Carlos,,Copacabana,-22.97511,-43.19176,Entire home/apt,782,2,30,2021-12-19,3.36,1,254,30,
44939130,"1812. ApartHotel Barra Prime, 2 suítes. Posto 6!",32416144,Alexandre,,Barra da Tijuca,-23.00578,-43.34022,Entire home/apt,2114,4,0,,,9,132,0,
44960294,Aluguel anual apartamento centro deCampoGrande RJ,300821969,Roberta,,Campo Grande,-22.90415,-43.55582,Entire home/apt,700,1,1,2020-09-14,0.06,2,365,0,
44961848,Beautiful double room at Post 3 - Copacabana,15845769,Julia,,Copacabana,-22.96774,-43.18313,Private room,207,2,24,2021-11-28,1.52,3,23,16,
44969693,Copacabana near beach,161254965,Rosemary,,Copacabana,-22.97387,-43.18594,Entire home/apt,486,3,3,2021-10-25,0.98,1,300,3,
44970160,Room Copacabana - Queen,15845769,Julia,,Copacabana,-22.96782,-43.18347,Private room,221,2,20,2021-12-08,1.24,3,16,12,
44995244,The best of Rio with confort and style.,35456611,Melinda Anne,,Barra da Tijuca,-23.00353,-43.35024,Entire home/apt,316,2,37,2021-12-17,2.30,1,329,25,
44998273,Apartamento de 2 quarto entre copa e ipanema,5060612,Gabriel,,Copacabana,-22.98438,-43.19196,Entire home/apt,549,3,2,2021-11-16,0.55,3,71,2,
44998462,Ipanema Tiffany 302,4255118,Ricardo,,Ipanema,-22.98624,-43.19892,Entire home/apt,3599,30,0,,,29,364,0,
44999734,Studio moderno em hotel de luxo na Barra da Tijuca,319384164,Matheus,,Barra da Tijuca,-23.00575,-43.34017,Entire home/apt,886,1,3,2021-10-18,0.23,4,364,2,
44999908,Suíte em hotel de luxo na Barra da Tijuca,319384164,Matheus,,Barra da Tijuca,-23.00412,-43.3422,Entire home/apt,571,1,37,2021-11-01,2.33,4,359,18,
45004949,Tiffanys 09-05 Ipanema Lateral com Vista,43898034,Giovani,,Ipanema,-22.98505,-43.19873,Entire home/apt,3536,4,1,2021-10-12,0.40,15,355,1,
45006667,Stylish Breathtaking View/Heart of Ipanema,1422607,Leo&Archanjo,,Ipanema,-22.98626,-43.19867,Entire home/apt,2300,4,18,2021-11-30,1.16,45,41,13,
45006905,Beautiful beachfront apartment in Barra,135845476,Casa Do Mar,,Barra da Tijuca,-23.00872,-43.35517,Entire home/apt,20214,1,0,,,3,64,0,
45010819,Apartamento em Copacabana próximo a praia,326798059,Renan,,Copacabana,-22.97803,-43.19084,Entire home/apt,250,1,2,2021-01-03,0.14,1,348,1,
45013278,"Em meio à natureza, tranquilo e com uma bela vista",363311320,Carlos Alberto Bronzeri,,Barra de Guaratiba,-23.06445,-43.56473,Entire home/apt,514,1,52,2021-12-22,3.63,1,66,50,
45018886,Apto. funcional e moderno  em Jardim Sulacap,363337069,Marcia,,Jardim Sulacap,-22.88615,-43.39445,Entire home/apt,133,3,22,2021-12-19,1.38,1,252,16,
45048536,Mediterraneo Flat Barra da Tijuca,92428990,Marcelo,,Barra da Tijuca,-23.00459,-43.34112,Entire home/apt,443,5,13,2021-12-11,0.82,3,98,9,
45053217,Maracanã/Tijuca - Casa aconchegante,363483621,Mariângela,,Maracanã,-22.9171,-43.23351,Entire home/apt,163,2,21,2021-12-11,1.58,1,201,20,
45055282,Seu espaço em Copacabana,226738629,Bianca,,Copacabana,-22.96934,-43.18567,Entire home/apt,250,3,40,2021-12-05,2.53,1,252,30,
45057435,Praia de copacabana 3 suites vista mar!,8975746,Maria,,Copacabana,-22.96987,-43.18477,Entire home/apt,3680,1,0,,,64,0,0,
45058816,No coração de Copa a 2 quadras da praia,363563119,Paula,,Copacabana,-22.9717,-43.18832,Entire home/apt,400,2,27,2021-11-21,1.84,1,132,17,
45063447,Charmosa Kitnet na Praia de Botafogo,319281105,Marcus,,Botafogo,-22.95074,-43.18227,Entire home/apt,500,4,0,,,5,161,0,
45065922,Casa temporada luxuosa,363647252,Matheus,,Glória,-22.92478,-43.17464,Entire home/apt,1350,1,1,2020-08-30,0.06,1,365,0,
45067473,"Omar do Rio - BT82/208: Modern Apto w/ Garage, Internet 120mbps + Smart TV, w/ WorkStation, 05 minutes walking from Ipanema Beach and Metro",6000862,Omar Do Rio,,Ipanema,-22.98222,-43.19866,Entire home/apt,1213,1,18,2021-12-07,1.12,93,196,12,
45067804,Quarto em casa confortável e acessível.,313716702,Luiz Carlos,,Engenho Novo,-22.9111,-43.27282,Private room,100,1,0,,,1,365,0,
45068168,FAVELA CHIC - Bohemian Luxury Loft,601323,Laurent,,Vidigal,-22.99292,-43.23583,Entire home/apt,1067,3,36,2021-11-25,2.26,11,45,31,
45068225,Suíte Arpoador,45761875,Pierri,,Copacabana,-22.9854,-43.19005,Entire home/apt,590,3,2,2021-11-16,1.18,4,164,2,
45069020,Confortável Apartamento na Freguesia JPA,363703342,Hector Arturo,,Freguesia (Jacarepaguá),-22.93675,-43.34492,Entire home/apt,190,1,1,2021-02-01,0.09,1,18,1,
45076648,Suíte Frente ao mar,325572562,Sonia Iris,,Barra da Tijuca,-23.01093,-43.35381,Entire home/apt,628,2,43,2021-12-09,2.83,4,52,28,
45077386,studio luxo Copacabana,65089898,Jacinta Maria (Nina),,Copacabana,-22.97177,-43.18669,Entire home/apt,140,4,1,2020-09-08,0.06,2,51,0,
45078248,CaviRio RE305 Modern flat in Ipanema beach,66039372,CaviRio,,Ipanema,-22.98557,-43.1937,Entire home/apt,1200,1,6,2021-03-23,0.38,26,324,2,
45078465,Areia da Praia,228348887,Hélio,,Copacabana,-22.96717,-43.17822,Entire home/apt,1143,2,6,2021-09-12,0.38,6,48,4,
45078502,"Mensal, 1/4 e sala , posto 6 completo !",292590334,Fred & Margareth,,Copacabana,-22.98199,-43.18887,Entire home/apt,385,7,1,2020-09-07,0.06,20,10,0,
45080441,Cantinho Pernambucano,363869016,José Herculano De Moura,,Copacabana,-22.96708,-43.18166,Entire home/apt,229,3,3,2021-12-16,2.20,1,9,3,
45081337,Alg quarto CASAL mobil. Copacabana prox. METRÔ.,223355453,Marcos,,Copacabana,-22.96526,-43.18312,Private room,120,1,0,,,3,86,0,
45081632,"Perto do Rio Centro, Globo, Praia, Parque Olímpico",24666150,Anna,,Jacarepaguá,-22.96438,-43.40226,Entire home/apt,212,3,16,2021-12-05,1.13,1,174,15,
45085935,"Melhor ponto de Copacabana, a 50 m da praia.",163703491,Daniela,,Copacabana,-22.9854,-43.18928,Private room,196,2,2,2021-10-25,0.54,2,350,2,
45088181,COPACABANA  POSTO 6 praia,83587992,Maria,,Copacabana,-22.98293,-43.19137,Entire home/apt,614,3,1,2021-09-04,0.27,1,349,1,
45089654,Praia da Barra - Ocean Front  311,303449946,Alessandra,,Barra da Tijuca,-23.01076,-43.37018,Entire home/apt,750,5,0,,,3,237,0,
45089892,Maravilhoso duplex frente ao mar na Barra,63931187,Denise,,Barra da Tijuca,-23.01052,-43.34279,Entire home/apt,500,2,0,,,1,172,0,
45089938,Três suítes para oito hóspedes em Ipanema,5244204,Milla,,Ipanema,-22.98343,-43.20346,Entire home/apt,1499,2,13,2021-10-12,0.82,8,22,7,
45091393,APT Riocentro p até 4 pessoas . 1 vaga p carro.,5838889,Marie,,Jacarepaguá,-22.9683,-43.41459,Entire home/apt,367,1,1,2021-11-15,0.73,6,357,1,
45097888,Atlantica 5 Star,8975746,Maria,,Copacabana,-22.9749,-43.1874,Entire home/apt,9167,2,0,,,64,4,0,
45100238,"Quarto privado no centro do Rio , para mulheres",28836500,Paz,,Centro,-22.913,-43.17757,Private room,70,1,0,,,1,361,0,
45101134,Excelente quarto E Sala posto 4,1500426,Rio,,Copacabana,-22.97476,-43.19094,Entire home/apt,800,90,1,2020-09-25,0.07,56,364,0,
45102081,Studio Completo Próximo da Praia e do Metrô,4622315,Rafael,,Copacabana,-22.9636,-43.18043,Entire home/apt,482,4,25,2021-11-17,1.70,13,161,17,
45102781,"Coracao do Copacabana, 3 quartos, 3 banheiros",3890087,Peter,,Copacabana,-22.97591,-43.19075,Entire home/apt,1014,3,1,2021-10-12,0.40,14,40,1,
45103096,"APTO TODO,SMART TV, METRÔ, S.DUMONT, RODOVIÁRIA",110142166,Lucinda,,Centro,-22.90616,-43.19349,Entire home/apt,337,1,16,2021-08-01,1.12,8,149,12,
45104738,Aluguel anual apartamento centro deCampoGrande RJ,300821969,Roberta,,Campo Grande,-22.90277,-43.55408,Entire home/apt,700,365,0,,,2,365,0,
45111039,Modern and comfortable apartment in Copacabana!,144174471,Marcelo,,Copacabana,-22.96436,-43.17903,Entire home/apt,1400,4,0,,,1,30,0,
45111572,Confortável apto a 15 minutos da praia da Barra.,138503704,Iris,,Pechincha,-22.93444,-43.35245,Entire home/apt,190,2,3,2021-02-10,0.19,1,353,2,
45114754,Tiffanys 09-03 ipanema Lateral com Vista,43898034,Giovani,,Ipanema,-22.98462,-43.19912,Entire home/apt,2043,3,0,,,15,364,0,
45117577,Apartamento  no coração da Lapa - Quarto de casal,128243035,Bárbara,,Centro,-22.91112,-43.18533,Entire home/apt,75,5,21,2021-12-21,1.51,2,86,18,
45127155,Pérola da Concha,228348887,Hélio,,Copacabana,-22.9671,-43.17743,Entire home/apt,1143,2,0,,,6,48,0,
45128014,Girassol Room p/pessoa ( shared ),303425796,Maná Lounge,,São Conrado,-22.99526,-43.27198,Shared room,60,1,0,,,3,361,0,
45132225,"Apartamento charmoso, decorado e pronto para morar",24316767,Aline,,Botafogo,-22.9536,-43.19045,Entire home/apt,500,2,15,2021-08-29,0.95,1,0,12,
45133389,Rooftop entre Copacabana e Ipanema,8975746,Maria,,Copacabana,-22.98251,-43.19363,Entire home/apt,19336,1,0,,,64,0,0,
45134513,Apartamento próximo a  Praia de Copacabana,167289482,Joselia,,Copacabana,-22.98301,-43.19087,Entire home/apt,436,4,20,2021-12-18,1.30,3,51,13,
45142828,Exclusive Ipanema Beach Front Apartment!,42514420,Lucia,,Ipanema,-22.98666,-43.1978,Entire home/apt,1200,5,2,2020-12-28,0.14,3,247,1,
45143390,Atlântico  709,66804622,Ana Paula,,Copacabana,-22.96498,-43.18025,Entire home/apt,486,3,16,2021-12-14,1.20,4,316,12,
45152265,Apartamento Copacabana/ Ipanema,8000736,Andrade,,Copacabana,-22.98439,-43.19184,Entire home/apt,2826,5,0,,,11,180,0,
45158573,Loft Rena Copacabana Luxo vista mar deslumbrante,71645815,Adilson,,Copacabana,-22.96321,-43.17493,Entire home/apt,493,1,53,2021-12-13,3.35,10,66,33,
45160149,"Atraz Rio Othon Palace, 3 quartos, 2 banheiros",3890087,Peter,,Copacabana,-22.97669,-43.19087,Entire home/apt,966,3,3,2021-11-14,0.21,14,40,2,
45161609,New Space GC 138,364705209,Katia,,Ipanema,-22.98536,-43.1939,Entire home/apt,490,3,46,2021-12-13,2.91,1,152,32,
45175116,Loft Togo,361070661,Sandra,,Copacabana,-22.96798,-43.18121,Entire home/apt,300,5,0,,,1,71,0,
45175993,Apart hotel próximo ao Rio Sul e metrô,15273025,Vanessa,,Botafogo,-22.9539,-43.18085,Entire home/apt,200,15,3,2021-11-24,0.24,1,31,2,
45178736,Flat Prático e Econômico,67587712,Gabriel,,Barra da Tijuca,-23.00577,-43.34139,Entire home/apt,540,1,30,2021-12-08,1.89,1,73,21,
45187330,Loft Blue Copacabana Luxo vista mar 1 quadra praia,71645815,Adilson,,Copacabana,-22.96285,-43.17579,Entire home/apt,634,1,39,2021-12-07,3.02,10,65,33,
45187763,Modern apartment in Copacabana,74188019,Elisa,,Copacabana,-22.96015,-43.17417,Entire home/apt,267,2,4,2021-12-21,0.28,2,320,3,
45190374,APARTAMENTO INTEIRO MARACANÃ,196639218,Evaristo Castro,,São Francisco Xavier,-22.90592,-43.24238,Entire home/apt,250,2,0,,,1,211,0,
45190777,"Apto reformado Zona Sul do Rio, vista pro Cristo!",213367899,James,,Humaitá,-22.9567,-43.20171,Entire home/apt,790,2,13,2021-05-01,0.82,2,336,6,
45202205,[b505] HOSPEDAGEM À BEIRA MAR,157848745,Katya,,Barra da Tijuca,-23.00913,-43.34547,Entire home/apt,450,2,0,,,18,359,0,
45202395,Space Room em Hostel Cultural no Coração do RJ,303425796,Maná Lounge,,São Conrado,-22.99341,-43.27271,Private room,75,1,1,2020-09-14,0.06,3,362,0,
45207994,Suite Casal Flat RioStay Riocentro-B,167472593,Rio Stay Residence,,Jacarepaguá,-22.97451,-43.414,Entire home/apt,413,2,1,2020-09-06,0.06,26,270,0,
45208108,Suite Casal Flat RioStay Riocentro_Stay'nRio -B,167472593,Rio Stay Residence,,Camorim,-22.97653,-43.41416,Entire home/apt,413,2,0,,,26,285,0,
45208236,Suite Casal Flat RioStay Riocentro_Stay'nRio -B,277358509,Flat Residence,,Jacarepaguá,-22.97441,-43.41369,Entire home/apt,190,7,2,2020-09-28,0.13,20,288,0,
45208659,Flat residencerio stay suite- B,277358509,Flat Residence,,Camorim,-22.97426,-43.41525,Entire home/apt,386,8,4,2021-07-14,0.26,20,299,2,
45213942,Loft aconchegante na praia/ Cozy loft at the beach,67754861,João Alberto,,Barra da Tijuca,-23.00853,-43.33627,Entire home/apt,390,3,3,2021-01-03,0.20,1,344,1,
45215453,Barra da Tijuca - Flat - Barra First Class - RJ B,153139399,Luciano,,Barra da Tijuca,-23.00223,-43.39092,Entire home/apt,216,2,69,2021-12-17,4.34,2,159,42,
45217688,Maison Blanche,365263590,Farid,,Barra da Tijuca,-23.005049,-43.382439,Entire home/apt,7500,2,1,2021-12-19,1,2,365,1,
45221114,quartos em botafogo zona sul do rio de janeiro,339029734,Aldineia,,Botafogo,-22.95756,-43.19399,Entire home/apt,131,1,12,2021-12-12,1.00,3,350,12,
45222467,Cantinho da Lê,300806224,Alessandra,,Guaratiba,-22.98327,-43.65256,Private room,220,1,0,,,4,365,0,
45222648,Cantinho da Lê,300806224,Alessandra,,Guaratiba,-22.98298,-43.6518,Private room,250,1,1,2020-10-18,0.07,4,365,0,
45222774,Cantinho Lê,300806224,Alessandra,,Guaratiba,-22.98114,-43.6522,Private room,200,1,0,,,4,365,0,
45222941,Cantinho da Lê,300806224,Alessandra,,Guaratiba,-22.98096,-43.65105,Private room,700,90,0,,,4,365,0,
45224243,Meu Cantinho em Copacabana (Quadra da Praia),43004993,Casa Dos Sonhos -,,Copacabana,-22.96864,-43.18352,Entire home/apt,307,2,0,,,1,347,0,
45240279,Apartamento espetacular de frente para o mar,167803762,Francisco,,Barra da Tijuca,-23.0099,-43.33354,Entire home/apt,5000,3,1,2021-01-01,0.08,1,357,1,
45240796,Flat / Hotel - Barra da Tijuca / Rio de Janeiro,153139399,Luciano,,Barra da Tijuca,-23.00109,-43.39185,Entire home/apt,196,2,78,2021-12-19,4.94,2,71,52,
45243714,LEBLON INCRÍVEL 2 QUARTOS COM SUÍTE,532498,Luis,,Leblon,-22.97839,-43.2259,Entire home/apt,450,2,6,2021-12-03,0.38,47,112,4,
45244232,LINDO APARTAMENTO DECORADO PROX PRAIA,365525404,Livia Bonfim,,Recreio dos Bandeirantes,-23.02296,-43.51279,Entire home/apt,1300,1,0,,,1,363,0,
45246083,Cobertura 3 QTS @ Península Barra da Tijuca,15900036,Assunção De Fatima,,Barra da Tijuca,-22.98912,-43.35228,Entire home/apt,2757,1,0,,,22,268,0,
45251171,Flats a Beira mar no Recreio dos Bandeirantes !,4102384,Anna,,Recreio dos Bandeirantes,-23.02604,-43.5016,Entire home/apt,400,1,65,2021-12-05,4.14,2,23,56,
45252598,Apartamento de Copacabana ( Posto 5 ),365608089,Andre,,Copacabana,-22.9791,-43.19087,Entire home/apt,560,1,1,2021-02-28,0.10,1,64,1,
45257635,Apart-Hotel Villa Del Sol Residences 108,11504031,Valdene,,Recreio dos Bandeirantes,-23.03047,-43.47603,Entire home/apt,760,2,12,2021-11-27,0.83,13,79,8,
45267269,Apartamento lindo e espaçoso com varanda,15533343,Yuri,,Copacabana,-22.97473,-43.19234,Entire home/apt,554,2,22,2021-11-29,1.48,16,25,19,
45269057,Apartamento no centro,82413810,Fernanda,,Santa Teresa,-22.91505,-43.19039,Private room,160,1,0,,,1,363,0,
45270712,Cozy apartment in Lapa,365798877,Fernanda,,Centro,-22.91078,-43.18934,Entire home/apt,150,5,0,,,1,133,0,
45271109,ImoWeMo - Maracanã Ap 52m². 2 Quartos com Garagem,365665576,Denilson,,Maracanã,-22.91584,-43.23149,Entire home/apt,314,1,2,2021-08-31,0.43,1,144,2,
45271565,Duplex Vista Mar Duas Suites muita infraestrutura,747601,Mari,,Barra da Tijuca,-23.00265,-43.39194,Entire home/apt,380,30,0,,,1,362,0,
45273557,Maravilhoso Flat vista Mar  Barra da Tijuca 2303-1,46664224,Rafael,,Barra da Tijuca,-23.00569,-43.34205,Entire home/apt,456,2,16,2021-11-15,1.06,25,0,13,
45274824,"Recreio, Apto  Resort de Luxo  pós Carnaval livre!",187141743,Reinaldo E Amanda,,Recreio dos Bandeirantes,-23.02284,-43.49044,Entire home/apt,499,2,6,2021-12-05,0.38,3,121,2,
45275032,"Flat confortável, no centro da Barra da Tijuca.",315740743,Maicon,,Barra da Tijuca,-23.00556,-43.3406,Entire home/apt,357,3,3,2021-10-13,0.20,11,266,2,
45281081,Sunshine 406,4005407,Erika,,Barra da Tijuca,-23.01122,-43.3694,Entire home/apt,893,2,2,2021-11-27,0.14,23,365,1,
45282105,"Cobertura com spa, no meio do verde, perto de tudo",41562673,Barbara Ketty,,Leblon,-22.98603,-43.23219,Entire home/apt,3071,3,8,2021-10-14,0.54,1,350,7,
45286044,Beleza e bom gosto.,159988893,Alessandra,,Barra da Tijuca,-23.00343,-43.34076,Entire home/apt,800,2,0,,,2,179,0,
45286073,Espaçoso 3 quartos ao lado da Praia de Copacabana 314.CP,8975746,Maria,,Copacabana,-22.97775,-43.19112,Entire home/apt,1511,1,1,2020-12-07,0.08,64,238,0,
45286543,Cupboard reformed Harry Potter style,5448466,Dan,,Ipanema,-22.98488,-43.19635,Private room,300,1,22,2021-12-10,1.55,7,78,18,
45287147,Beleza e bem estar,159988893,Alessandra,,Barra da Tijuca,-23.00493,-43.33999,Entire home/apt,800,2,0,,,2,179,0,
45287534,Charming & cozy flat in the heart of Gavea,228293331,Marília,,Gávea,-22.97729,-43.2281,Entire home/apt,275,7,2,2021-12-20,0.45,2,273,2,
45296830,FLATS MIDAS RIO - H,331210726,Ricardo,,Jacarepaguá,-22.97314,-43.41293,Entire home/apt,258,2,13,2021-11-15,0.96,13,2,7,
45297006,10 min from the GIG. 10min do Aeroporto e da UFRJ,115834913,Lucas Leonard,,Portuguesa,-22.79842,-43.20618,Private room,69,1,4,2020-12-18,0.29,1,120,0,
45297889,Excelente Cobertura em Copa,64294308,Terezinha,,Copacabana,-22.97269,-43.18731,Entire home/apt,1085,5,0,,,4,299,0,
45298347,Pé nas trilhas,309623272,Ana Cristina,,Barra de Guaratiba,-23.06164,-43.56287,Private room,450,1,1,2021-01-01,0.08,1,362,1,
45308293,Private room in Copacabana/quarto individual,238963166,David Williams,,Copacabana,-22.98296,-43.19479,Private room,246,1,2,2021-10-12,0.14,3,362,1,
45308631,"Ótimo apartamento , 5 minutos do Cristo redentor",366210484,Sociedade Polonia,,Cosme Velho,-22.93864,-43.19513,Private room,150,1,0,,,1,86,0,
45309784,ZSpaces Ipanema II - Modern apartment at the beach,12282177,Felipe,,Ipanema,-22.98643,-43.19724,Entire home/apt,1307,3,27,2021-12-13,1.77,1,49,16,
45310295,"Barra da Tijuca, Perinatal, Parque Olímpico, Praia",104557071,Mauricio,,Jacarepaguá,-22.96796,-43.36819,Entire home/apt,184,2,34,2021-12-11,2.41,2,3,25,
45310966,Belo apartamento em localização privilegiada.,17688621,Andrea,,Copacabana,-22.98089,-43.19394,Entire home/apt,650,5,5,2021-08-16,0.41,1,8,4,
45310978,Imenso Studio com Vista do Mar,366235747,Michael,,Copacabana,-22.96765,-43.17965,Entire home/apt,100,7,1,2020-09-27,0.07,1,268,0,
45313505,Luxo em Ipanema,104341614,Fabricio,,Ipanema,-22.98202,-43.20237,Entire home/apt,757,1,0,,,1,12,0,
45313771,Apartamento Copacabana Praia 1 quarto.,96474135,Alzerina,,Copacabana,-22.96883,-43.18244,Entire home/apt,161,2,4,2021-11-24,0.28,4,1,3,
45314862,"Copacabana | 200m da praia, 300m do Metrô.",221910236,Maria Fernanda,,Copacabana,-22.97872,-43.1919,Entire home/apt,557,3,5,2021-11-16,0.34,2,82,3,
45324689,Apartamento aconchegante no melhor ponto da praia,296988518,J Carlos,,Barra da Tijuca,-23.01005,-43.35457,Entire home/apt,380,5,0,,,1,358,0,
45328605,Melhor custo benefício do Airbnb!!!,76780066,Gustavo,,Flamengo,-22.92621,-43.17401,Private room,471,2,2,2020-12-31,0.16,2,355,1,
45329462,Quarto em botafogo,339029734,Aldineia,,Botafogo,-22.9574,-43.1945,Private room,93,1,4,2021-11-15,0.33,3,350,4,
45329732,Loft em frente a praia,275138105,Junior,,Barra de Guaratiba,-23.06663,-43.56617,Entire home/apt,250,1,6,2021-10-31,0.41,1,171,4,
45331284,Apt Barra da Tijuca By the beach,265060266,Karinne,,Barra da Tijuca,-23.00921,-43.37119,Entire home/apt,424,2,17,2021-12-06,1.47,1,113,17,
45331565,Cecília My house,61571618,Cesar,,Centro,-22.91277,-43.17914,Entire home/apt,144,2,13,2021-12-20,0.87,4,308,11,
45332582,Coziness in Copacabana,366448303,Patricia,,Copacabana,-22.96483,-43.17528,Entire home/apt,464,1,5,2021-11-16,0.46,1,14,5,
45333262,Copacabana a princesinha do Mar,366437411,Marcos,,Copacabana,-22.97546,-43.19167,Entire home/apt,180,1,1,2020-09-20,0.06,1,321,0,
45333456,Vaga para moças temporada ou fixa,366395693,Gecilene,,Piedade,-22.88368,-43.30373,Shared room,60,1,0,,,1,364,0,
45334205,APARTAMENTO NA CIDADE COM SIMPLICIDADE,272754110,Sergio Luiz,,Engenho da Rainha,-22.86503,-43.29434,Entire home/apt,80,1,2,2021-05-13,0.21,1,353,2,
45341780,Quarto com requinte em Copacabana,157430407,Joseph,,Copacabana,-22.98578,-43.19147,Private room,600,2,0,,,2,365,0,
45342129,Quarto inteiro para solteiros,366541017,Tatiana,,Vila Isabel,-22.91712,-43.25093,Private room,60,10,0,,,1,179,0,
45343859,Ótimo Apartamento em Ipanema,366556475,Rafael,,Ipanema,-22.98434,-43.19913,Entire home/apt,300,3,0,,,1,312,0,
45346159,Quarto Elegante em Copacabana,157430407,Joseph,,Copacabana,-22.98385,-43.19181,Private room,180,2,0,,,2,355,0,
45347298,"Barra Beach flat frente mar, excelente localização",312526846,Rodrigo,,Barra da Tijuca,-23.01532,-43.31035,Entire home/apt,629,3,3,2021-10-14,0.20,6,334,1,
45347728,TC1208 Studio na rua da praia,164822022,Priscilla,,Copacabana,-22.9765,-43.18789,Entire home/apt,677,1,8,2021-10-23,0.53,30,186,6,
45348270,Condomínio de luxo no recreio - próximo à praia,335502391,Luan,,Recreio dos Bandeirantes,-23.00776,-43.45848,Entire home/apt,200,2,24,2021-12-06,1.54,1,5,20,
