id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,,Copacabana,-22.96599,-43.1794,Entire home/apt,350,5,267,2021-12-03,1.92,1,257,10,
24480,"Nice and cozy near Ipanema Beach, w/ home office",99249,Goya,,Ipanema,-22.98405,-43.20189,Entire home/apt,296,3,85,2018-02-14,0.62,1,107,0,
25026,Beautiful Modern Decorated Studio in Copa,102840,Viviane,,Copacabana,-22.97735,-43.19105,Entire home/apt,387,3,238,2020-02-15,1.69,1,206,0,
35636,Cosy flat close to Ipanema beach,153232,Patricia,,Ipanema,-22.98839,-43.19232,Entire home/apt,172,2,181,2020-03-15,1.82,1,207,0,
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,,Copacabana,-22.98107,-43.19136,Entire home/apt,260,3,378,2021-12-05,2.76,1,58,32,
48305,Bright 6bed Penthouse Seconds from Beach,70933,Goitaca,,Ipanema,-22.98591,-43.20302,Entire home/apt,4217,2,91,2021-12-06,0.69,9,325,17,
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,,Copacabana,-22.98528,-43.19264,Private room,114,3,42,2019-08-08,0.83,2,26,0,
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,,Copacabana,-22.96574,-43.17514,Entire home/apt,2015,2,8,2021-12-10,0.10,2,5,4,
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,,Copacabana,-22.9791,-43.19008,Entire home/apt,380,3,106,2021-12-19,0.96,36,161,18,
50294,Ipanema Beach Block Suites Just Seconds from the Beach,70933,Goitaca,,Ipanema,-22.98584,-43.20305,Entire home/apt,2310,2,74,2021-07-07,0.58,9,330,1,
50759,Casanova Residence great for shoots and events,393296342,Alex,,Barra da Tijuca,-23.00451,-43.30873,Entire home/apt,3050,1,7,2017-01-08,0.09,2,354,0,
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,,Copacabana,-22.98234,-43.19164,Entire home/apt,693,3,188,2021-12-21,1.65,2,321,26,
53533,4BD JOATINGA-CASA LINDA w/POOL!  WALK TO BEACH🌺🌺🌺,249439,Sherri & Andre,,Joá,-23.00809,-43.29113,Entire home/apt,2513,2,16,2021-11-15,0.13,1,346,3,
64795,Ipanema amazing 3 BDRs apartment.,93005,Andrea,,Ipanema,-22.98169,-43.2028,Entire home/apt,1157,3,28,2021-11-02,0.21,1,58,16,
65546,"Beach Block 3bed Penthouse, Ipanema Best Location",70933,Goitaca,,Ipanema,-22.98599,-43.20299,Entire home/apt,3325,2,67,2021-08-14,0.51,9,331,4,
66574,Beach apart in Rio (jan. 2022),326301,Frederic,,Flamengo,-22.92837,-43.17473,Entire home/apt,220,4,1,2016-08-24,0.02,1,321,0,
66797,Studio Apart  for rent in ipanema.,328096,Carlos,,Copacabana,-22.9824,-43.19593,Entire home/apt,380,3,226,2021-12-08,1.72,2,231,23,
68422,Copacabana Beach Living+AirConWiFi,339264,David,,Copacabana,-22.98553,-43.18964,Private room,221,4,79,2017-11-22,0.59,1,77,0,
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,,Ipanema,-22.9854,-43.19602,Entire home/apt,786,2,422,2021-12-23,3.48,6,220,50,
72900,IPANEMA-Steps2BEACH!,379211,Lc,,Ipanema,-22.98467,-43.19941,Entire home/apt,851,5,14,2020-01-05,0.13,1,210,0,
76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,,Copacabana,-22.98192,-43.19397,Entire home/apt,3149,2,127,2021-11-15,1.00,1,221,2,
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,,Santa Teresa,-22.92742,-43.19464,Private room,225,7,215,2021-03-16,1.79,6,269,2,
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,,Gávea,-22.97766,-43.2311,Entire home/apt,373,5,37,2021-04-30,0.34,1,0,2,
80145,Stay in a small imperial castle !,432777,Andreas,,Santa Teresa,-22.92456,-43.19028,Private room,243,2,14,2019-10-06,0.13,2,360,0,
86670,FRONTEIRA LEBLON/IPANEMA - VISTA FANTÁSTICA,474221,June,,Leblon,-22.98361,-43.21827,Entire home/apt,690,2,92,2021-12-11,0.73,6,34,11,
86864,Apartamento Moderno e confortavel,476162,Simone,,Copacabana,-22.98174,-43.19039,Entire home/apt,500,5,7,2021-12-14,1.54,4,288,7,
86978,Room For a Rent : Rio de Janeiro,476838,Antonio,,Jacarepaguá,-22.97293,-43.38321,Private room,851,1,0,,,1,365,0,
87762,Apartamento a 1 quadra da praia de Ipanema/Leblon,480527,Pablo,,Ipanema,-22.98339,-43.21436,Entire home/apt,293,2,32,2021-11-29,0.61,1,45,17,
88528,COPACABANA - Lindo apartamento na quadra da praia,474221,June,,Copacabana,-22.97794,-43.18969,Entire home/apt,460,2,71,2021-12-02,0.57,6,279,6,
88781,COPACABANA - ÓTIMA LOCALIZAÇÃO,474221,June,,Copacabana,-22.97456,-43.18807,Entire home/apt,460,2,62,2021-11-30,0.57,6,222,15,
89862,COPACABANA - No melhor lugar,474221,June,,Copacabana,-22.97607,-43.18926,Entire home/apt,448,2,47,2021-11-29,0.43,6,175,2,
89893,Exotic place in Rio de Janeiro.,483023,Geny,,Laranjeiras,-22.94124,-43.19214,Private room,511,1,0,,,1,365,0,
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,,Ipanema,-22.98088,-43.20042,Private room,227,3,167,2020-02-27,1.38,1,240,0,
94895,Quarto em Copacabana - temporada,506187,Sheila,,Copacabana,-22.97256,-43.18948,Private room,163,1,7,2020-02-25,0.10,3,326,0,
96431,Amazing ocean view !,511850,Marina E Ernani,,Barra da Tijuca,-23.01124,-43.37081,Entire home/apt,523,4,51,2021-04-05,0.48,2,280,2,
96478,APARTAMENT IN BOTAFOGO  BEAUTIFULL,530471,Hugo,,Botafogo,-22.94656,-43.18176,Private room,170,4,0,,,3,334,0,
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,,Botafogo,-22.94169,-43.18703,Private room,192,8,17,2019-10-07,0.14,7,365,0,
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,,Centro,-22.91408,-43.18233,Entire home/apt,190,4,61,2021-03-11,0.57,2,162,1,
99971,Right in front of the beach in Rio!,525976,Ricardo,,Leblon,-22.98812,-43.22897,Entire home/apt,1065,3,112,2021-12-20,0.89,1,307,5,
101182,APARTAMENT IN FRONT OF THE BEACH,530471,Hugo,,Botafogo,-22.94837,-43.18315,Entire home/apt,200,4,0,,,3,350,0,
103053,santa teresa bairro fatima lapa,533278,Kaka,,Santo Cristo,-22.90559,-43.20979,Private room,397,1,0,,,1,365,0,
106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,,Barra da Tijuca,-23.00744,-43.43045,Entire home/apt,800,4,7,2020-02-26,0.11,1,357,0,
107469,Quarto confortável com vista panorâmica,556738,Casa Da Carmen E,,Santa Teresa,-22.91889,-43.18038,Private room,60,60,2,2018-12-21,0.02,4,360,0,
108072,Nice 1 BR Apartment in Copacabana,521514,Chris,,Copacabana,-22.98314,-43.19086,Entire home/apt,320,4,150,2021-10-12,1.16,1,346,6,
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,,Glória,-22.91972,-43.1789,Entire home/apt,496,3,58,2021-09-13,0.45,1,61,1,
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,,Ipanema,-22.98697,-43.19751,Entire home/apt,1338,2,169,2021-12-22,1.39,1,279,19,
118355,HOUSE IN GARDEN,523251,Humberto,,Itanhangá,-22.98752,-43.31505,Entire home/apt,3679,1,7,2021-12-12,0.19,6,244,5,
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,,Copacabana,-22.9696,-43.1887,Entire home/apt,797,3,85,2020-02-27,0.66,1,279,0,
128727,Double room in family house,622729,Geraldo & Shalluan,,Praça Seca,-22.895765,-43.353809,Private room,250,1,4,2017-03-26,0.03,1,0,0,
130234,excellent studio apartment,641519,Osvaldo,,Copacabana,-22.97575,-43.18877,Entire home/apt,180,3,4,2019-02-16,0.09,1,0,0,
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,,Laranjeiras,-22.93707,-43.19071,Private room,105,1,5,2018-06-05,0.05,1,359,0,
132832,VISTA PRAIA COPA - Excelente Quarto,652627,Ana,,Copacabana,-22.98282,-43.18935,Private room,160,2,4,2019-01-04,0.05,5,18,0,
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,,Maracanã,-22.91547,-43.22638,Private room,300,1,1,2016-02-02,0.01,1,364,0,
133221,The room has its own toilet.,6416134,Rosangela,,Santa Teresa,-22.91882,-43.17828,Private room,70,2,30,2020-02-29,0.29,1,356,0,
137002,"Very sophisticated in the mettle of Leblon, av. Cupertino",635510,Gilberto,,Leblon,-22.98251,-43.22108,Entire home/apt,2703,2,26,2021-11-15,0.21,5,307,10,
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,,Leblon,-22.98175,-43.22492,Entire home/apt,393,3,35,2021-05-14,0.28,1,154,2,
137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,,Lagoa,-22.97366,-43.20493,Entire home/apt,2838,21,0,,,1,365,0,
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,,Ipanema,-22.98456,-43.1956,Entire home/apt,397,6,39,2020-05-15,0.31,1,299,0,
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,,Botafogo,-22.95454,-43.17442,Entire home/apt,1127,2,35,2021-11-30,0.27,2,320,10,
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,,Humaitá,-22.96148,-43.20038,Private room,486,2,81,2020-09-13,0.69,2,351,0,
154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,,Jacarepaguá,-22.97275,-43.41337,Entire home/apt,500,1,0,,,1,361,0,
166177,Studio  70 meters from Copacabana beach,792218,Levy,,Copacabana,-22.97854,-43.1904,Entire home/apt,367,2,92,2021-12-13,0.73,10,326,7,
166861,Private Double room at Copacabana,454863,Dary,,Copacabana,-22.98413,-43.19235,Private room,234,3,12,2020-02-27,0.13,2,323,0,
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,,Copacabana,-22.96614,-43.18401,Entire home/apt,299,3,1,2019-11-06,0.04,1,238,0,
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,,Ipanema,-22.9869,-43.19286,Entire home/apt,523,2,64,2021-12-17,0.57,10,310,6,
167932,Quiet studio in the best of COPA,792218,Levy,,Copacabana,-22.97064,-43.18496,Entire home/apt,410,2,77,2021-11-03,0.62,10,293,4,
170265,Quarto confortável na praia da Barra da Tijuca,811735,Ivana,,Barra da Tijuca,-23.0102,-43.37246,Private room,264,2,1,2019-10-06,0.04,2,363,0,
170397,Studio in the HEART of Copacabana,792218,Levy,,Copacabana,-22.97135,-43.18779,Entire home/apt,381,2,102,2021-12-01,0.82,10,303,3,
171505,Come and feel at home,820276,Cristiana,,Vidigal,-22.99327,-43.23481,Entire home/apt,454,3,1,2016-08-21,0.02,1,363,0,
172902,Studio between Ipanema / Copacabana,792218,Levy,,Copacabana,-22.98114,-43.19429,Entire home/apt,329,2,96,2021-12-12,0.76,10,326,10,
173709,Excelent apt near Copacabana beach,829630,Luciana,,Copacabana,-22.96104,-43.17647,Entire home/apt,510,1,78,2021-12-02,0.64,3,71,15,
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,,Copacabana,-22.98015,-43.19098,Entire home/apt,903,3,196,2021-12-13,1.56,2,44,6,
176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,,Copacabana,-22.98401,-43.19035,Entire home/apt,3489,3,144,2021-11-29,1.16,1,358,4,
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.98026,-43.19109,Private room,330,5,110,2021-12-11,0.87,3,289,5,
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,,Copacabana,-22.97858,-43.19075,Entire home/apt,329,10,89,2021-11-26,0.70,3,315,9,
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,,Copacabana,-22.98467,-43.19166,Entire home/apt,1611,3,68,2021-11-02,0.55,1,251,5,
186604,Private room in downtown Rio,896919,Mauro,,Centro,-22.90544,-43.19471,Private room,681,3,0,,,1,365,0,
188155,Copacabana - 2 rooms - Carnival available,617333,Luis,,Copacabana,-22.96775,-43.18457,Entire home/apt,657,2,42,2021-11-15,0.34,3,176,10,
190204,Venusian Room at Botafogo,918340,Flávia,,Botafogo,-22.94882,-43.18121,Private room,800,3,46,2020-03-24,0.40,2,359,0,
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,,Ipanema,-22.98057,-43.1995,Entire home/apt,626,4,167,2021-11-14,1.33,27,204,8,
191955,bedroom suite,929229,Arlete,,Humaitá,-22.95644,-43.19992,Private room,164,5,1,2016-01-18,0.01,2,359,0,
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,,Ipanema,-22.98467,-43.19714,Private room,442,4,183,2021-11-27,1.67,3,133,2,
196312,Flat between Copacabana & Ipanema,955720,Priscilla,,Copacabana,-22.98357,-43.19408,Entire home/apt,180,2,76,2020-01-05,0.61,1,83,0,
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,,Marechal Hermes,-22.8607,-43.36681,Private room,69,1,6,2017-11-26,0.05,2,363,0,
198665,Comfort and safety on your trip,969899,Josevalda,,Jardim Botânico,-22.96055,-43.22285,Private room,511,3,6,2016-08-16,0.05,1,365,0,
200568,30m of Ipa Beach - S1  Mensal,980805,Henrique,,Ipanema,-22.98586,-43.19411,Entire home/apt,80,7,186,2021-10-30,1.53,7,32,2,
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,,Laranjeiras,-22.93595,-43.18791,Private room,851,3,2,2016-02-12,0.02,1,365,0,
202400,COPACABANA - RIO DE JANEIRO - 1/2 block from beach,961863,Caesar,,Copacabana,-22.97323,-43.18819,Entire home/apt,369,3,0,,,1,268,0,
202778,Best Studio in Rio - Copacabana,529105,Alex,,Copacabana,-22.96582,-43.17786,Entire home/apt,840,3,204,2021-11-02,1.63,3,349,4,
203674,"IPANEMA PENTHOUSE,JACUZZI + STUNNING CRISTO VIEWS!",999125,Alastair,,Ipanema,-22.98335,-43.20306,Entire home/apt,2255,5,48,2019-05-07,0.41,1,255,0,
209671,1 bed apartment in beautiful Gloria,1005728,Humphry,,Glória,-22.92368,-43.17421,Entire home/apt,224,7,0,,,1,156,0,
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,1576,2,3,2019-10-03,0.02,4,320,0,
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,500,2,31,2021-11-17,0.25,4,351,2,
215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,235,2,30,2020-02-25,0.25,4,81,0,
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,,Copacabana,-22.98596,-43.19001,Private room,414,2,33,2021-11-16,0.27,4,363,1,
216436,STUNNING WEST RIO BEACHES & MNTNS,2182548,Naiana,,Vargem Grande,-22.98271,-43.49074,Entire home/apt,1429,1,2,2021-10-17,0.02,1,79,1,
216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",,Flamengo,-22.9399,-43.17676,Private room,851,1,0,,,1,365,0,
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,,Laranjeiras,-22.94373,-43.19147,Private room,300,4,20,2020-01-02,0.17,2,359,0,
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,,Santa Teresa,-22.91666,-43.17947,Entire home/apt,207,2,362,2021-12-08,3.12,2,327,28,
220377,Hosts in Rio Master room (double),1142424,Taciana,,Tijuca,-22.9288,-43.24046,Private room,180,1,4,2017-04-06,0.03,2,341,0,
220705,Comfortable room in quiet street,1144461,Rachel,,Copacabana,-22.98246,-43.19376,Private room,300,3,0,,,2,278,0,
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,,Ipanema,-22.9828,-43.20467,Entire home/apt,472,1,405,2021-12-12,3.25,7,329,21,
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,,Copacabana,-22.97923,-43.18902,Entire home/apt,400,3,113,2021-12-13,0.92,4,319,11,
231105,"Suite 2 people, beach, events, fun",1208327,Christian,,Jacarepaguá,-22.969053,-43.388355,Entire home/apt,209,3,74,2021-12-05,0.74,4,73,15,
231497,Nice big studio in Copacabana,1207700,Maria Luiza,,Copacabana,-22.98238,-43.19215,Entire home/apt,464,3,59,2021-11-02,0.48,4,334,7,
231516,Apartment on Copacabana beach,1207700,Maria Luiza,,Copacabana,-22.97787,-43.18792,Entire home/apt,350,3,30,2016-08-21,0.24,4,299,0,
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,,Copacabana,-22.96488,-43.17478,Entire home/apt,704,5,35,2021-12-23,0.37,2,66,15,
238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola & Isak,,Copacabana,-22.96386,-43.17757,Entire home/apt,1033,2,44,2021-09-18,0.36,4,315,3,
239531,Bedroom with seaview  surrounded with everything,792218,Levy,,Copacabana,-22.96434,-43.17563,Entire home/apt,438,2,90,2021-11-30,0.74,10,316,5,
242214,APT IN BOTAFOGO INFRONT OF THE BEAC,530471,Hugo,,Botafogo,-22.94985,-43.18104,Entire home/apt,200,1,0,,,3,351,0,
245341,Priviledge location in Rio,1286915,Luciane,,Glória,-22.92072,-43.17953,Entire home/apt,414,3,6,2016-02-20,0.06,1,361,0,
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,,Copacabana,-22.96704,-43.18201,Entire home/apt,350,3,13,2019-03-08,0.11,1,340,0,
247052,Christ the Redeemer View,1295841,Osmar,,Botafogo,-22.95665,-43.18481,Entire home/apt,369,5,0,,,1,171,0,
247779,Cozy Apartment in Ipanema!,1298591,Karina,,Copacabana,-22.9851,-43.1932,Entire home/apt,474,2,136,2021-12-03,1.12,2,59,9,
248756,Copacabana 1 block away from beach,804664,Bernardo,,Copacabana,-22.98029,-43.19054,Entire home/apt,280,3,127,2021-11-16,1.02,1,57,5,
249323,"Designer beachfront apt, safe loc",1306210,Raphael,,Copacabana,-22.976,-43.18838,Entire home/apt,2351,1,85,2021-11-21,0.69,1,339,5,
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,,Barra da Tijuca,-23.01097,-43.32266,Entire home/apt,195,3,220,2020-04-20,1.81,2,0,0,
249842,"Central, perto da praia e possibilidade de garagem",1309444,Sonia,,Copacabana,-22.96794,-43.18969,Private room,199,2,133,2021-12-02,1.11,3,24,7,
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,Vidigal,-22.99037,-43.23115,Entire home/apt,973,7,27,2019-11-13,0.22,10,365,0,
251868,Great & comfy studio Copa!,1321287,Helena,,Copacabana,-22.9792,-43.1901,Entire home/apt,394,4,83,2021-01-03,0.68,2,99,1,
256323,Garden Studio - Home away from Home,1348172,Jennifer,,Santa Teresa,-22.91742,-43.1833,Entire home/apt,192,3,194,2021-12-03,1.64,1,116,14,
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,,Botafogo,-22.95508,-43.18251,Entire home/apt,250,1,3,2016-01-05,0.03,1,240,0,
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,,Barra da Tijuca,-23.00291,-43.39086,Entire home/apt,295,14,37,2021-12-05,0.32,2,87,5,
265072,New Apartment near Copacabana Beach,829630,Luciana,,Copacabana,-22.96554,-43.17655,Entire home/apt,432,1,83,2021-12-06,0.69,3,83,19,
271975,Unbelievable Ocean View Apartment,1423140,Maria,,Vidigal,-22.99508,-43.23604,Entire home/apt,236,1,8,2019-12-02,0.07,1,237,0,
272210,Triple A Lapa. Great location.,1424767,Gustavo,,Centro,-22.91341,-43.18349,Entire home/apt,200,2,23,2016-01-10,0.19,4,358,0,
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,,Copacabana,-22.9623,-43.17389,Entire home/apt,436,4,214,2021-02-08,1.75,1,325,2,
272631,Comfort em Copacabana,1426830,Neyde,,Copacabana,-22.9675,-43.18666,Private room,255,2,22,2020-02-11,0.24,3,355,0,
273261,Amazing Huge Apartment in Leblon,533566,Lucas,,Leblon,-22.98632,-43.22936,Entire home/apt,5675,2,0,,,1,365,0,
273333,Suite charmosa no Jardim Botânico,625565,Kakau,,Jardim Botânico,-22.96612,-43.21899,Private room,154,3,20,2021-10-11,0.16,2,315,1,
273363,Lindo quarto para longas temporadas,556738,Casa Da Carmen E,,Santa Teresa,-22.91825,-43.17872,Private room,55,90,4,2017-12-04,0.05,4,234,0,
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,,Lagoa,-22.97542,-43.19857,Entire home/apt,750,2,485,2021-12-18,4.02,6,160,54,
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,,Leblon,-22.98161,-43.22189,Entire home/apt,790,3,53,2021-11-30,0.44,1,268,3,
273753,Beautiful room for students,556738,Casa Da Carmen E,,Santa Teresa,-22.91709,-43.18068,Private room,55,60,2,2016-11-03,0.02,4,303,0,
274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,,Santa Teresa,-22.91984,-43.1865,Entire home/apt,141,4,36,2021-11-26,0.43,1,286,3,
274328,"IpanemaPenthouse, Very best location",1137583,Clara & Francisco,,Ipanema,-22.98465,-43.19794,Entire home/apt,1703,5,87,2020-03-01,0.72,1,22,0,
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,,Centro,-22.91415,-43.18757,Entire home/apt,500,4,2,2017-01-12,0.02,1,365,0,
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,,Ipanema,-22.98126,-43.19943,Private room,170,3,10,2016-08-15,0.09,1,268,0,
277124,Beach and Mountain beauty in Rio!,72111,David,,São Conrado,-22.99804,-43.25947,Private room,516,2,12,2016-08-14,0.09,1,364,0,
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,431,6,23,2021-11-18,0.19,6,40,7,
278745,Luxury Apartment - in Ipanema,529105,Alex,,Ipanema,-22.98141,-43.20911,Entire home/apt,2749,7,1,2013-06-25,0.01,3,365,0,
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,,Botafogo,-22.94265,-43.18768,Private room,188,5,21,2020-01-04,0.18,7,353,0,
281459,REVEILLON 2022!ENTRE LAGOA E IPANEMA PRÓXIMO METRO,1116738,Nilda,,Lagoa,-22.97406,-43.20676,Entire home/apt,871,3,9,2020-02-26,0.24,1,23,0,
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,,Flamengo,-22.9365,-43.17868,Entire home/apt,369,2,36,2020-01-01,0.31,1,244,0,
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,,Copacabana,-22.98277,-43.1936,Entire home/apt,857,2,7,2020-02-27,0.07,2,348,0,
285363,Pet Friendly Apartment in Copacabana for up to 4 people 150m from the beach CaviRio PI401,1381764,CaviRio,,Copacabana,-22.9619,-43.1749,Entire home/apt,540,2,105,2021-04-19,0.86,20,323,1,
286677,a ocean view quadruple room in copacabana,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,379,1,34,2021-12-05,0.28,8,180,1,
286702,double/twin bedroom studio in copa,1429181,Samuel,,Copacabana,-22.96333,-43.17483,Entire home/apt,217,2,132,2021-12-19,1.12,8,337,6,
286788,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,386,1,20,2021-11-16,0.16,8,187,1,
286792,triple ocean view room in copacaban,1429181,Samuel,,Copacabana,-22.96745,-43.17654,Private room,343,2,1,2019-01-02,0.03,8,190,0,
288758,517 Studio in Copacabana available,1500426,Rio,,Copacabana,-22.98484,-43.19215,Entire home/apt,6000,30,25,2020-12-22,0.21,56,365,0,
289898,double/twin ocean view room in copa,1429181,Samuel,,Copacabana,-22.96633,-43.17754,Private room,329,1,4,2019-01-01,0.06,8,189,0,
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,,Copacabana,-22.98069,-43.19277,Entire home/apt,411,6,28,2021-10-11,0.23,6,50,4,
291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,,Copacabana,-22.96343,-43.1905,Entire home/apt,3040,4,16,2018-02-20,0.13,1,83,0,
294292,"Copacabana, Cozy and Central",1309444,Sonia,,Copacabana,-22.96849,-43.18863,Private room,129,2,46,2021-12-20,0.38,3,96,3,
295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,,Laranjeiras,-22.9409,-43.19129,Entire home/apt,270,2,8,2021-09-07,0.07,2,347,2,
295683,Fresh n' Pendant-Botafogo,1526357,Antonio  ( Ton' ),,Botafogo,-22.94664,-43.18558,Private room,60,1,182,2019-11-30,1.50,1,0,0,
295955,Acogedor departamento en un barrio precioso de Río,1527388,Ana,,Laranjeiras,-22.93477,-43.17963,Entire home/apt,136,29,16,2020-03-06,0.13,1,281,0,
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,,Santa Teresa,-22.91735,-43.18133,Entire home/apt,196,2,51,2021-12-03,0.46,1,332,14,
299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,,Santa Teresa,-22.92978,-43.19623,Private room,851,2,7,2014-07-06,0.06,2,365,0,
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,,Copacabana,-22.97975,-43.19016,Entire home/apt,371,5,130,2021-12-18,1.39,1,153,18,
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,,Ipanema,-22.98323,-43.1982,Private room,284,5,8,2018-01-03,0.07,1,85,0,
310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,,Copacabana,-22.96738,-43.18026,Entire home/apt,153,6,26,2020-01-08,0.22,1,166,0,
311801,Copa Penthouse Black & White Suite,1603206,Bob,,Copacabana,-22.96779,-43.18065,Entire home/apt,367,3,177,2021-12-13,1.47,6,322,9,
311806,"Rio de janeiro, Ipanema 600m beach!",1603013,Giane,,Ipanema,-22.98116,-43.19864,Entire home/apt,426,5,22,2016-01-25,0.18,2,165,0,
312127,"Centro, well located and functional",524101,Fabiana,,Centro,-22.90894,-43.19385,Entire home/apt,249,5,12,2017-10-11,0.11,2,27,0,
313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,,Ipanema,-22.98377,-43.20067,Entire home/apt,549,2,130,2021-11-26,1.09,10,279,15,
313441,quarto com suite e cozinha casa boa,1451937,Marcelo,,Senador Camará,-22.88029,-43.49154,Private room,66,1,2,2014-06-23,0.02,1,365,0,
314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,,Leblon,-22.98836,-43.22646,Entire home/apt,607,8,18,2019-03-06,0.15,1,357,0,
315102,idéalement  bien situé ipanema,1618278,Andy,,Ipanema,-22.98649,-43.19793,Entire home/apt,871,4,46,2021-12-14,0.42,2,118,7,
